Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have an institution-wide stated preference to purchase office paper that has ...,"A copy of the paper purchasing policy, directive or guidelines","The paper purchasing policy, directive or guidelines","A brief description of steps the institution has taken to ensure that the purchasing policy, ...",Does the institution wish to pursue Part 2 of this credit (expenditures on office paper)?,"Expenditures on office paper with the following levels of post-consumer recycled, agricultural ...","Expenditures on 10-29 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 30-49 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 50-69 percent post-consumer recycled, agricultural residue, and/or FSC certified ...",Expenditures on 70-89 percent post-consumer recycled and/or agricultural residue content and/or FSC ...,Expenditures on 90-100 percent post-consumer recycled and/or agricultural residue content and/or ...,Total expenditures on office paper ,"The website URL where information about the paper purchasing policy, directive, or guidelines is ...",Public Notes
Princeton University,2016-01-20,2016-01-20 17:01:03,kristiw@princeton.edu,2.0,Pursuing,True,,"As of spring 2004, the Provost of Princeton University now requires that all academic departments order 100% post-consumer waste (pcw) paper for their standard office needs. This policy excludes the department of Printing & Mailing, which has specialty paper needs, and excludes stationary. The policy came after over a year of negotiations with Boise Office Solutions (the Princeton paper provider) for lowering their recycled paper price and improving paper quality. The Princeton Environmental Oversight Committee, which includes the Purchasing Department and the student group Greening Princeton, initiated the final policy discussions with the Provost’s office.","Paper purchasing is monitored through the University Purchasing department. When the Purchasing department notices that another department is purchasing paper that is not 100 percent post-consumer recycled chlorine-free paper, the Purchasing department follows up with that office to explore the reasoning behind their decision.",True,**,--,5723.4,868.2,--,292882.34,320633.04,http://sustain.princeton.edu/progress/purchasing,--
Principia College,2016-01-30,2016-01-30 21:54:34,karen.eckert@principia.edu,2.0,Pursuing,True,,"A 2014 directive to Mail & Copy Services from the Vice President's office (Finance and Operations) specifies that the college purchase ""30% post-consumer paper for all generic printers.""  This led to the purchase of 60 (of 256) cases of 30% recycled content in 2014, with all purchases being 30% recycled content going forward.","We are a small institution with a single purchasing node for paper, so, with minor exceptions, oversight is straightforward. Recycled content is noted in purchasing records, in addition to any third-party certifications (e.g., FSC, SFI).",True,**,--,2304.0,--,--,--,8184.0,http://www.principiacollege.edu/mailcopy,--
Purdue University,2016-02-26,2016-02-26 16:45:16,mgulich@purdue.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Randolph College,2016-02-26,2016-02-26 14:25:28,llemaitre@randolphcollege.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Rice University,2016-03-25,2016-03-25 16:32:34,rrj@rice.edu,2.0,Pursuing,True,,"The Office of Procurement has partnered with Office Depot with an assurance that members of the institution may purchase recycled paper. Though people are not forced to purchase recycled paper, as an institution Rice makes sure recycled alternatives are offered.",The ongoing partnership with Office Depot states that Office Depot should offer the institution recycled paper.,--,**,--,--,--,--,--,--,--,--
Rochester Institute of Technology,2016-03-25,2016-03-25 15:53:37,elcpro@rit.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,RIT is working with the Staples contract contact to identify environmentally preferable alternatives to current Staples purchases.
Saint Louis University,2016-03-24,2016-03-24 17:17:31,bverhof1@slu.edu,2.0,Pursuing,True,,http://www.slu.edu/facilities-services-home/sustainability/campus-operations/purchasing,n/a,True,**,--,12505.81,1596.86,--,4139.87,252933.86,http://www.slu.edu/facilities-services-home/sustainability/campus-operations/purchasing,"Although no paper purchasing policy is currently available, SLU is working on integrating sustainable practices in this area. We support the use of environmentally and socially preferable products wherever possible through the balance of economic feasibility and environmental responsibility. We recommend using services and companies with strong commitments to sustainability. Additionally, we communicate our purchasing recommendations online (example: """"Printer and copier paper that's 30-100% recycled content"""")
 
 http://www.slu.edu/facilities-services-home/sustainability/campus-operations/purchasing"
San Francisco State University,2016-03-25,2016-03-25 17:34:19,kordesch@sfsu.edu,2.0,Pursuing,True,,"SF State is increasing its sustainable procurement practices through active participation in the California State University Buy Recycled program. This includes encouraging campus users to buy recycled content products when available and obtaining content certifications from product vendors. In FY 08-09, 88% of the purchases in reportable categories were recycled content products. Special attention has been directed at the office supply contract. SF State has worked with its contract vendor to automatically direct orders for copy paper and other paper based office supplies to product codes for recycled content
alternatives. ","All paper purchases go through a single vendor, which is required to source recycled-content paper. ",--,**,--,--,--,--,--,--,--,--
Santa Clara University,2016-02-26,2016-02-26 20:44:50,lkalkbrenner@scu.edu,2.0,Pursuing,True,,100 percent of paper purchased through the Purchasing Department is at least 30 percent recycled content.,All copy/printer paper for University-owned copiers and printers is purchased by the Purchasing Department.,True,**,--,96433.0,--,--,--,96433.0,https://www.scu.edu/sustainability/operations/purchasing/,--
Seattle University,2016-03-23,2016-03-23 11:53:34,thompson@seattleu.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sewanee - The University of the South,2016-02-10,2016-02-10 09:31:41,mpate@sewanee.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/717/6/508/3793/Paper%20Purchasing%20Policy%20white%20paper.pdf,,"All copier paper purchases will be made centrally by Print Services.  Distribution to other departments will occur on a monthly basis by Physical Plant Services for a fixed cost per case. This will allow for purchasing control, ensuring appropriate paper supplies are purchased. ",--,**,--,25620.0,--,--,--,--,--,--
Sheridan Institute of Technology and Advanced Learning,2016-01-15,2016-01-15 16:30:21,andre.plante@sheridancollege.ca,2.0,Pursuing,--,,"Although Sheridan College does not have an office paper purchasing policy, we often buy recycled content paper or paper that is FSC and/or SFI certified.

Sheridan supports the values of sustainability, social responsibility and fair labour practices. We are guided by our Sustainability Policy, Mission Zero, and Integrated Energy and Climate Master Plan (IECMP), where practical. In support of these documents and institutional targets, we will incorporate sustainability into procurement practices for all formal bid opportunities, and give favourable consideration in its evaluation process to goods and services that reflect Sheridan’s commitment to sustainability and broader social responsibility.","Although there is no office paper purchasing policy, Sheridan’s Purchasing department has a preference for acquiring FSC certified paper. The Purchasing department purchases the office paper for all departments.",True,**,--,1619.0,--,1114.0,--,121911.0,--,--
Simon Fraser University,2016-02-08,2016-02-08 23:41:50,erica_lay@sfu.ca,2.0,Pursuing,--,,,,True,**,8642.0,16016.48,--,--,--,24658.48,--,--
Slippery Rock University,2016-02-29,2016-02-29 14:18:59,paul.scanlon@sru.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Smith College,2016-03-23,2016-03-23 08:30:13,dweisbor@smith.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/355/6/508/3793/PaperPurchasingPolicy7-23-09.pdf,"Smith College Copier and Printer Paper Purchasing Policy (Approved July, 2009)
Preamble
Smith College recognizes that the sourcing and transportation of paper involves unnecessary impact to
the climate and ecosystems. This policy has been developed to:
• raise awareness of these issues within the campus community
• reduce the use of copier and printer paper
• reduce the use of all types of paper for general communication within the college
• reduce the impact of the paper that is used
Implementation of this policy will have environmental and financial benefits.
Policy
• All paper used for copiers and printers on campus will contain at least 30% post-consumer
recycled content. (This is consistent with state and federal paper procurement guidelines). Nonrecycled
content should be sourced from Forest Stewardship Council certified sustainably
managed forests (or equivalent).
• All offices and departments will purchase paper that meets or exceeds this standard.
• The WB Mason purchasing website will be modified such that only printer and copier
paper that meets this standard is available via the Smith College account.
• We recommend that paper be purchased via the WB Mason website rather than having
individual departments purchase paper from off-campus retailers e.g. Staples, often at
additional expense, labor and carbon emissions.
Any printing and copying equipment purchased or leased by the college should be capable of utilizing
paper that meets the above standard.","All paper used for copiers and printers on campus contain at least 30% post-consumer recycled content, consistent with state and federal paper procurement guidelines. Norecycled content should be sourced from Forest Stewardship Council certified sustainably managed forests (or equivalent). 

All Smith College offices and departments will purchase paper that meets or exceeds this standard. The website of WB Mason, the college's primary office supplier, is modified so that only printer and copier paper that meets this standard is available via the Smith account. It is recommended that paper be purchased through the WB Mason website rather than having individual departments purchase paper from off-campus retailers such as Staples, often at additional expense, labor, and carbon emissions.
",True,**,50.46,59545.24,223.96,989.59,201.95,62867.42,http://www.smith.edu/green/docs/PaperPurchasingPolicy7-23-09.pdf,Information compiled from office supply vendor report
