Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have any building space certified under the following green building rating ...,Does the institution have any building space certified under LEED for Existing Buildings or another ...,"Does the institution have any building space certified under the DGNB system, Green Star ...","Does the institution have any building space certified under BREEAM-In Use, CASBEE for Existing ...",Does the institution have any building space certified under other non-GBC rating systems (e.g. ...,A brief description of the green building rating system(s) used and/or a list or sample of ...,Total floor area of eligible building space (operations and maintenance),Floor area of building space that is certified at each level under a 4-tier rating system for ...,Floor area that is certified at minimum level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 3rd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 2nd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 4-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 3-tier rating system for ...,Floor area that is certified at minimum level under a 3-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 3-tier GBC rating system for existing buildings,Floor area that is certified at the highest achievable level under a 3-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 5-tier rating system for ...,Floor area that is certified at minimum level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the 4th highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 5-tier GBC rating system for existing buildings,Floor area that is certified at the 2nd highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 5-tier GBC rating system for ...,Floor area of building space that is certified at any level under other green building rating ...,Floor area of building space that is maintained in accordance with formally adopted sustainable ...,A copy of the sustainable building operations and maintenance guidelines or policies,The date the guidelines or policies were formally adopted,A brief description of the sustainable building operations and maintenance program and/or a list or ...,A brief description of how the institution ensures compliance with sustainable building operation ...,The website URL where information about the institution’s certified buildings and/or sustainable ...,Public Notes
Northern Arizona University,2016-02-23,2016-02-23 18:51:52,Ellen.Vaughan@nau.edu,2.0,Pursuing,**,True,--,--,--,"Existing Only (OP - 4) lists new construction

Hotel and Restaurant Management - Silver
14,601 sqr ft

Liberal Arts Building - Silver
57,846

http://nau.edu/Sustainability-360/Building-Green/



",6504837.0,**,--,72447.0,--,--,**,--,--,--,**,--,--,--,--,--,--,6432390.0,http://stars.aashe.org/media/secure/133/6/474/2700/LEED%20for%20Existing%20Buildings.pdf,2005-02-11,"The Applied Research and Development Building (ARD) showcases the latest innovations in high-performance construction technology, energy-efficient design, and use of renewable energy.
It earned 60 points out of a possible 69 to meet the highest rating—Platinum—from the U.S. Green Building Council’s Leadership in Energy and Environmental Design (LEED) system. At the time it was built it was the greenest building in Arizona and had the third-highest LEED point total in the world.

LEED Certified Buildings: 
Applied Research and Development Building (ARD) - Platinum, 59,623
W.A. Franke College of Business - Gold, 108,016
Extended Campuses student service center - Gold, 29,234
Engineering Building - Gold, 89,979
South Recreation Fields - Silver, 4,500
Hotel and Restaurant Management - Silver, 14,601 (Existing Building)
Liberal Arts Building - Silver, 57,846  (Existing Building)
Health and Learning Center - Gold, 257,000
Residence Life Warehouse - 14,069
Native American Cultural Center - Silver, 12,849

Pending:
Science and health Building
International Pavilion
Student and Academic Services
Cline Library - EB

http://nau.edu/Sustainability-360/Building-Green/","By integrating sustainable building practices into the Technical Standards for the University, we ensure that all contractors, architects, etc. will adhere to the high level of sustainable building practices as a miniumum qualification for working with the University.",http://nau.edu/Facility-Services/Planning/PDC/,--
Oberlin College,2016-03-21,2016-03-21 16:09:33,bflynn@oberlin.edu,2.0,Pursuing,**,--,--,--,--,,2598513.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,2598513.0,http://stars.aashe.org/media/secure/283/6/474/2700/APPA%203.0%20Maintenance%20and%20Ops.docx,2006-06-01,"The department recognizes that Green Seal is a great source when it comes to making a decision on a product. Green cleaning chemicals are used when the option is available and equally as effective as its conventional counterpart. Currently, Green Seal certified products are used for all daily cleaning needs. The paper products that we stock are manufactured by Eco Soft and are Green Seal Certified. Both our tissues and paper towels are made from 100% recycled materials, as well as the core and box are 100% recycled material. Our hand soup products are GS-41 certified. All vacuums on campus meet or exceed the Carpet and Rug Institute (CRI) requirements for efficiency. The college is in the process of 100% conversion to Windsor Sensor vacuums. The Windsor vacuum is LEED qualifying with CRI SOA Silver Performance and noise levels less than 70 dBA. 

Oberlin College recycles carpet after its use on campus. In 2003 the college won the State of Ohio Department of Administrative Services STS Recycler of the Year Award for the amount of carpet it recycled. 

Oberlin College uses Sherwin Williams paints in all campus buildings. These paints have no odor, no silicates, and no volatile organic compounds (VOCs). Oberlin protects the health of the campus community by carefully selecting products such as these that will not negatively impact indoor air quality.","Oberlin College has developed a Building Construction Standards and Performance Guidelines document for building construction and management. This document lays out standards and guidelines (in addition to USGBC LEED) for selecting materials, vendors, and contractors during construction projects. The document includes sustainability provisions such as proper waste disposal, preferring the use of recycled carpets, protection of trees, erosion control, “no incandescent fixtures”, low VOC finishes, ensuring safety and security, building automation controls, Oberlin College’s diversity and non-discrimination policy.
As stated, the Oberlin College Board of Trustees adopted a policy that all new construction and major renovations on campus have to be designed and built in accordance with the U.S. Green Building Council's Leadership in Energy and Environmental Design (LEED) silver standard or equivalent.
Current LEED buildings on campus include: William’s Field House (2009): LEED NC 2.2 Gold, Bertram and Judith Kohl Building (2010): LEED NC 2.2 Gold, Allen Memorial Art Museum (2011): LEED Gold, and Kahn Hall (2010) NC Silver. Kahn is sustainability-themed first-year residence hall. Its sustainable design and in-depth energy metering through the Campus Resource Monitoring System provide students the opportunity to explore how their actions affect their resource usage. The historic Apollo movie theater renovation was LEED certified in 2012.  In addition:
•	In the fall of 2006 a group of students brought the idea of a sustainable living theme house called SEED, Student Experiment in Ecological Design, to the administration. The first phase of renovations were conducted in the summer of 2007 and students moved into the house in fall ’07. Additional renovations and retrofits are anticipated over the coming years. The house accommodates a total of eight students and is designed to spread the advantages of sustainable living into the local community.
•	Oberlin College’s most impressive green building, however, isn’t LEED certified – it was built prior to LEED. The Adam Joseph Lewis Center (AJLC) for Environmental Studies was one of the first and most innovative green buildings on a college campus. It helped launch the green building movement of the mid-1990s and its innovative systems have since inspired green buildings in many other locations and settings. In 2010, Architect Magazine polled 150 green building experts and named the AJLC the top green building built since 1980. The Living Machine processes wastewater into reusable grey water via the natural cleansing methods that occur in a wetland—plants, bacteria, protozoa, and other aquatic microorganisms are used to clean and condition the water for reuse. It is operated by a group of about 10 students. The Living Machine provides excellent opportunities for Oberlin College students and the community to explore issues of wastewater, wetland ecology, microbiology and plant dynamics. With the installation of a solar parking pavilion adjacent to the existing photovoltaic (PV) array on the roof of the innovative AJLC, Oberlin had the largest PV array in Ohio at the time, with a total rated production of 159 kW. By using the solar energy produced by the PV array and (geothermal) ground source heat pumps, the building produces most, if not more, than the energy it uses. Oberlin College hopes to continue our legacy in ecological design into the future.
Facilities Planning and Construction (FP&C) uses the principles of LEED Silver as a starting point, but then takes the principles of good, holistic design to push beyond LEED points, because after all, a building that people don’t like to be in is not a sustainable building regardless. The office employs skilled architects that can manage projects in order to create a holistic environment that is healthy and pleasing to building occupants. FP&C aims to ensure that all building users enjoy their experience in the building; this includes things that cannot be easily codified like creating a balanced atmosphere with pleasing colors, comfortable chairs, etc. Thus, because every project is different, each project is approached differently and customized for that project. ",http://new.oberlin.edu/office/facilities-operations/services/custodial-department.dot,http://new.oberlin.edu/office/environmental-sustainability/progress/buildings.dot
Ohio University,2016-03-23,2016-03-23 07:56:41,goetze@ohio.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"Ohio University hired a Building Systems Integration Manager in November, 2015 to address building operations and maintenance issues."
Onondaga Community College,2016-02-26,2016-02-26 16:33:46,vormwals@sunyocc.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Oregon State University,2016-03-30,2016-03-30 14:49:10,brandon.trelstad@oregonstate.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pennsylvania State University,2016-03-21,2016-03-21 11:48:33,mme2@psu.edu,2.0,Pursuing,**,True,--,--,--,"LEED O&M for Existing Buildings v4

Business Building  - Smeal College of Business - Gold",20891176.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,20891176.0,http://stars.aashe.org/media/secure/70/6/474/2700/Penn%20State%20Blue%20Cleaning%20Manual.pdf,2011-01-10,"Although Penn State does not certify buildings under LEED for Existing Buildings: O&M, sustainability principles are infused into all aspect of maintenance and operation of buildings.  Multiple policies and practices address this:

Campus Grounds & Master Plan - http://www.opp.psu.edu/planning-construction/master-plans/university-park-campus-master-plan

Energy Conservation Policy (AD64) - http://guru.psu.edu/policies/AD64.html

Continuous Commissioning, Energy Savings Program & Energy Conservation Measures - http://www.opp.psu.edu/services/energy/energy-projects-jze

Penn State has building level energy and water metering. For 50 of the highest energy-use buildings, real-time energy use data is collected to monitor consumption, conduct detailed energy analysis and provide for demand response. 

Penn State's Purchasing Department has a several programs centered around environmentally preferable materials. 
http://sustainability.psu.edu/live/what-penn-state-doing/infrastructure/green-purchasing

Recycling Policy (AD34) - http://guru.psu.edu/policies/AD34.html

Indoor Air Quality - See credit OP-3

Water/Stormwater - http://www.opp.psu.edu/about-opp/divisions/ee/engineering/eng-resources/psu-initiatives.pdf

Penn State has Blue Cleaning Guidelines aimed to reduce exposure of personnel and occupants to potentially hazardous products, equipment or procedures.
http://www.opp.psu.edu/intranet/bg/processes/Penn%20State%20Blue%20Cleaning%20Manual.pdf/view","Technical staff are trained based on the policies and guidelines in place. Staff are held accountable for following sustainability practices. Sustainability is a component of the annual performance review for all staff, which includes supervisors. Units develop Quality Service Action Plans annually to address specific issues. 

As part of a greater Finance & Business effort, sustainability has been included in unit level strategic planning. ",http://guru.psu.edu/policies/AD64.html,"Although there is not a single sustainability Building O&M document, multiple policies, guidelines and practices exist at Penn State that address all the criteria."
Pittsburg State University,2016-03-24,2016-03-24 14:46:31,bpeery@pittstate.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pitzer College,2016-02-22,2016-02-22 14:38:37,warren_biggins@pitzer.edu,2.0,Pursuing,**,--,--,--,--,,460046.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,--,--
Plymouth State University,2016-02-29,2016-02-29 11:42:20,bweisenhauer@plymouth.edu,2.0,Pursuing,**,True,--,--,--,"We build and renovate to LEED Silver standards as a minimum:
Langdon Woods Residence Hall
Museum of the White Mountains
Hanaway Ice Arena and Welcome Center
AllWell Center
",1698739.0,**,--,--,114000.0,--,**,--,--,--,**,--,--,--,--,--,--,294948.0,http://stars.aashe.org/media/secure/659/6/474/2700/final%20CAP%20plan%202010.pdf,2008-01-01,"Hanaway Ice Arena
EcoHouse
Museum of the White Mountains
AllWell Center

***all projects since 2008***",a thorough review of projects is conducted in consultation with the Director of the Office of Environmental Sustainability to ensure standards are followed. ,http://www.plymouth.edu/sustainability/climate-action-plan/,"We adhere to LEED silver standards at a minimum for all new construction and retrofits since 2008, but cannot always pay extra for the certification. We are committed to this as outlined in our CAP plan passed in 2008."
Pomona College,2016-01-11,2016-01-11 17:28:21,alexis.reyes@pomona.edu,2.0,Pursuing,**,--,--,--,--,,1450526.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,1450526.0,http://stars.aashe.org/media/secure/33/4/171/987/Pomona_SustainableOperationsMaintenanceStds.pdf,2010-05-01,"These standards are provided to reduce the environmental impacts caused by operating and maintaining facilities, including water, energy, and chemical use, the generation of a wide variety of wastes, and the purchase of materials. The following standards apply to operations and maintenance activities as they apply to all campus buildings, facilities, and outdoor sites:
Alexander Hall
Andrews Hall
Baldwin House
Brackett Observatory
Bridges Auditorium
Bridges Hall of Music and Lebus Court
Carnegie Hall
Clark I Res Hall
Clark III Res Hall
Clark V Res Hall
Crookshank Hall
Dean of College House
Dean of Students House
Emeritus House - Faculty Offices
Frank Dining Hall
Frary Dining Hall
Grounds Facility
Hahn Hall
Haldeman Pool
Harwood Court
J.C. Cowart IT Building
Kenyon House
Lawry Court
Lincoln-Edmunds
Lyon Court
Mason Hall
Mudd/Blaisdell/Gibson Halls
Merritt Football Field
Millikan Laboratory
Montgomery Museum of Art
Norton Res Hall
Oldenborg Dining
Oldenborg Director House/Residence
Oldenborg Res Hall
Pauley Tennis Complex
Pearsons Hall
Pendleton Dance Center
Pendleton Pool
Pomona Hall
President's House
Rains Athletic Center
Rembrandt Hall
Renwick House
Richard C. Seaver Biology
Seaver House
Seaver North
Seaver South
Seaver Theater
Seeley G. Mudd Science Library
Smiley Res Hall
Smith Campus Center
Sontag Hall
South Campus Parking Structure
Sumner Hall
Sumner House
Thatcher Music Hall
Trails End Ranch Main House
TrailsEnd Ranch Bunk House Cottage (Caretaker's Residence)
Trails End Ranch Double Wide
Trails End Ranch Water Shed
Walker Res Hall
Walton Commons
Wig Cottages
Wig Res Hall","These standards are provided to reduce the environmental impacts caused by operating and maintaining facilities, including water, energy, and chemical use, the generation of a wide variety of wastes, and the purchase of materials. The following standards apply to operations and maintenance activities as they apply to all campus buildings, facilities, and outdoor sites.",http://pomona.edu/administration/sustainability/policies-procedures/operations-maintenance.aspx,--
