Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Total energy consumption (all sources, transportation fuels excluded), performance year",Total clean and renewable electricity generated on site during the performance year and for which ...,Clean and renewable energy from the following sources:,A brief description of on-site renewable electricity generating devices ,"Non-electric renewable energy generated on-site, performance year (Option 2)",A brief description of on-site renewable non-electric energy devices,Total clean and renewable electricity generated by off-site projects that the institution catalyzed ...,"A brief description of off-site, institution-catalyzed, renewable electricity generating devices",Total third-party certified RECs and similar renewable energy products purchased during the ...,A brief description of the RECs and/or similar renewable energy products,The website URL where information about the institution's renewable energy sources is available,Public Notes
Virginia Commonwealth University,2015-07-24,2015-07-24 09:33:08,eestanforth@vcu.edu,2.0,Pursuing,585735.33,1412.25,**,"The MCV Campus Steam Plant has a 6.6 KW solar panel array on the south-facing side of the plant’s stack. 
A 163 kW solar array on the N Parking Deck.
A 179 kW solar array on the West Broad St Parking Deck.
A 1.2 kW solar array at the PPD Admin Building.
A 2.4 kW solar array at the School of Engineering West.
A 2.4 kW solar array at Larrick Student Center.
A 1 kW wind turbine at the Pollak Building.",--,"A 50 gallon Solar Thermal hot wA ater heater supplies water to Ginter House and a 750 gallon Solar Thermal hot water heater supplies 40% of the water to Shafer Court Dining Center, the main dining hall for the Monroe Park Campus. There is an evacuated glass tube solar thermal installation at Grace St Housing.",--,"VCU had no off-site, institution-catalyzed, renewable electricity generating devices during this reporting period. ",--,"We are purchasing clean energy from Dominion for the PPD Admin Building totalling 80, 849 kWh for FY2014",http://www.energy.vcu.edu/,Total energy consumption reflects the Electrictiy Purchased for FY2014 and attributed renewable electricity for FY2014 only. Converted from kwh to MMBtu's.
Warren Wilson College,2016-03-21,2016-03-21 15:30:01,aclimo@warren-wilson.edu,2.0,Pursuing,36350.0,39.84,**,Renewable electricity is generated on campus by a 13 kW and a 2 kW solar panel array. The 2 kW array produces electricity which is used in one of the dorms on campus. The 13 kW array produces electricity which is sold back to the grid.,1400.0,"One of the dorms on campus has a solar thermal heating system; however, the amount of energy produced by this system is not known. Three buildings use geothermal heat-pump systems as well.",--,,--,"RECs have been purchased from Renewable Choice and other companies,certified by Green-e Energy, on a one-year contract to offset 100% of campus electricity use from 2006-2012.  WWC has decided to not purchase RECs for the 2013-14 academic year.  To date, WWC has purchased wind RECs to offset approximately 28,000MWh of electricity use. ",http://inside.warren-wilson.edu/~fmts/Virtual_Tour.php,--
Wartburg College,2015-04-27,2015-04-27 09:08:14,anne.duncan@wartburg.edu,2.0,Pursuing,44618.54,--,**,,--,,7506.4,"In 2007 Wartburg College pledged $2 million over 20 years to the local utility Waverly Light and Power. The funds were intended to offset the energy consumed by the newly constructed Wartburg Waverly Wellness Center and were used towards the purchase and installation of a wind turbine.
http://www.youtube.com/watch?v=ApvLpj2LLPU#t=32 
",--,,--,--
"Washington State University, Pullman",2016-03-25,2016-03-25 18:58:43,slkane@wsu.edu,2.0,Pursuing,1703084.0,--,**,,--,,--,,--,,http://facops.wsu.edu/steamplant.asp,"The Grimes Way Steam Plant and College Avenue Steam Plant addition have been in operation since July of 2004 and serve the campus community providing steam for building heat and hot water as well as other vitally important campus processes such as sterilization in veterinary medical facilities and humidification of libraries and green houses. The new facilities continue to be a leader in the state of Washington in producing energy with ultra low emissions and we do so utilizing high tech - ultra low emission burners with precise electronic controlling systems.  Our annual steam production exceeds 800,000,000 million pounds of steam generated utilizing natural gas as our primary fuel with ultra low sulfur diesel as a backup fuel. The facility generates steam for campus use year-round with summer time steam demands as low as 36,000lbs/hr with a single boiler in operation and winter steam peaks exceeding 250,000lbs/hr with all five boilers in operation."
Washington University in St. Louis,2016-02-29,2016-02-29 19:42:04,valko@wustl.edu,2.0,Pursuing,2139337.0,2509.0,**,"Washington University has a total solar photovoltaic generating capacity of 579 kilowatts (kw), which produces approximately 735,330 kwh of electricity each year. In addition, the university has 8 kw of wind generating capacity located in a highly visible location on the mixed-use Delmar Loop commercial district.",387.2,"Washington University has a solar thermal array on the LEED Platinum Lofts of Washington University, a large student housing complex. The solar thermal panels provide approximately 30% of the domestic hot water demand.",--,,--,,http://sustainability.wustl.edu/campus-operations/energy-emissions/renewable-energy/,--
Weber State University,2016-01-13,2016-01-13 14:17:02,jenniferbodine@weber.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--
Wellesley College,2016-01-12,2016-01-12 12:03:31,pwilloug@wellesley.edu,2.0,Pursuing,339154.0,43.556,**,"Wellesley college has owned and operated a 10 kilowatt photovoltaic solar panels at our Sports Field since 2010. In the four years of operation, our solar panels have produced 168.18147688636 MMBtu of energy, preventing over 55,678 pounds of carbon dioxide pollution into our atmosphere. ",--,,--,,4681.088,"In a partnership with Wellesley town, Wellesley College has committed itself to purchasing 5% of its total electric energy consumption from renewable sources. ",http://cs.wellesley.edu/~slee/sust/,"http://www.sunwatchmeter.com/home/lifetime/wellesley-college
http://www.epa.gov/greenpower/partners/partners/wellesleycollege.htm"
Wells College,2016-02-26,2016-02-26 16:59:34,mbrown@wells.edu,2.0,Pursuing,51698.71,--,**,none,--,none,--,none,572.34,"In 2014 (performance year), the college purchased 167,867 kWHs in RECs from (MEGA) Municipal Energy and Gas Alliance.  ",--,--
Western Michigan University,2016-02-24,2016-02-24 12:21:34,jeffrey.spoelstra@wmich.edu,2.0,Pursuing,1362247.0,379.37,**,"Sangren Hall roof mounted array - 235 kW solar photovoltaic array.

Miller Auditorium Parking Structure rack mounted array - 50 kW solar photovoltaic array; paired with 15 adjacent electric vehicle charging stations.

Wood Hall roof mounted array - 12 kW solar photovoltaic array feature several different types of photovoltaic panels.

A wind turbine was put on-line and made operational at the WMU Parkview Engineering campus on July 31, 2007. The wind turbine is a Skystream 3.7 from Southwest Wind, and is rated at 1.8 kW nominal, and 2 kW maximum. 

",--,,--,,--,,http://www.cf.wmich.edu/campusfacilities/Green/index.html,--
Western State Colorado University,2016-02-16,2016-02-16 19:23:09,bmoran@western.edu,2.0,Pursuing,102125.0,43.0,**,"We have a 5kw PV array on the rooftop of Kelley Hall, which roughly supplies 5% of the building's electricity.",--,,--,,8871.0,We have a contract to purchase RECs every year and wind power through the city of Gunnison's municipal electric company.  They seek out reputable third party certified providers for us to purchase the RECs and attributes from.  Western has a renewable energy fund that students contribute to in order to purchase renewable energy for campus.,--,Performance year 2015.
Western Washington University,2016-02-29,2016-02-29 19:39:14,seth.vidana@wwu.edu,2.0,Pursuing,3656056.0,24.73,**,"WWU currently has installed a 2kW solar array on top of the Viking Union building paid for by a donation from the Bonneville Environmental Foundation . The array is visible from an adjoining plaza. A 5kW array has also been installed on the roof of the Environmental Studies building, paid for by the student-funded Green Energy Fee.
",--,,--,,136480.0,"In 2015, WWU purchased 40,000 Renewable Energy Credits from NextEra Energy, a subsidiary of Florida Power and Light. WWU’s REC are generated on the Endeavor Wind Farm in Iowa and fed into the MRO grid region. RECs are purchased through the Green Energy Fee, a student fee assessed at $.70 per credit. REC vendors are selected based on their carbon offset impact as well as site environmental considerations. Western was the first institution on the nation to base REC purchases on this criteria (2007).Western purchases enough RECs to amount to 111% (yes, over 100%) of all electricity use. All RECs are third party certified by Green-E.",http://www.wwu.edu/sustain/operations/energy-climate/,"Additional Info:
The Environmental Protection Agency’s Green Power Partnership, a voluntary program that supports the organizational procurement of green power, ranked Western as 20th among all of higher education's renewable energy users for 2015.  

http://www3.epa.gov/greenpower/toplists/top30ed.htm

"
Westminster College,2016-02-25,2016-02-25 14:15:42,kcase@westminstercollege.edu,2.0,Pursuing,88915.5,270.0,**,"Westminster has three on-site rooftop photovoltaic systems, with a total of 49 kW.  ",--,none,--,none,3068.56,900000 kWh annually are purchased through Rocky Mountain Power's Blue Sky program.,http://www.westminstercollege.edu/environmental_center/index.cfm?parent=6676&detail=6704&content=6761,--
Wilfrid Laurier University,2015-12-22,2015-12-22 11:30:49,cbennett@wlu.ca,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--
Williams College,2016-03-23,2016-03-23 08:22:51,mae3@williams.edu,2.0,Pursuing,399273.0,95.5,**,"Williams has two solar photovoltaic systems (a 7.2 kw and a 26.88 kw) which are metered and together produced 30,291 kilowatt hours in FY 2014 (July 1, 2013 - June 30, 2014)

",--,"Williams has three solar hot water systems, but unfortunately does not have metering systems on them, so the energy generated from them is not included in this total.  

",--,N/A,682.0,"Williams has purchased green-e certified RECs from Community Energy in the past, but hasn't done so in a few years.  

",http://sustainability.williams.edu/installation/library-offsite-shelving-pv,Another website about our renewable energy http://sustainability.williams.edu/installation/morley-science-center-pv
Worcester Polytechnic Institute,2016-03-21,2016-03-21 14:52:41,ltomasz@wpi.edu,2.0,Pursuing,251692.69,--,**,,--,"50 solar thermal panels on the roof of the Sports and Recreation Center help maintain water temperature in the pool. These panels heat a closed, fluid-filled circuit of piping that connects to a heat exchanger. When the sun is shining, the fluid in the solar thermal system is heated and flows continuously through the heat exchanger. On average, the solar panel system provides ~42% of the annual pool water heating. We do not currently have sufficient data to supply the average annual energy output of these panels. ",--,,--,,http://www.wpi.edu/about/sustainability/conservation.html,--
